cid,eid1,eid2,eid3,xy
987,631,519,417,"[[14.581742458645001, 11.665547825407], [14.834827414714, 12.243450512448002], [14.186475611379997, 12.402754886806], [14.581742458645001, 11.665547825407]]"
988,656,629,628,"[[13.248854380221, 11.140015205944], [14.095439945727, 11.055104221973], [13.648551647634001, 11.331802362978001], [13.248854380221, 11.140015205944]]"
989,631,648,568,"[[14.581742458645001, 11.665547825407], [14.863495331131, 10.609104591332], [15.383111554609, 11.494726654851], [14.581742458645001, 11.665547825407]]"
990,657,599,659,"[[12.967835032238, 10.524448125117], [12.22132157375, 10.570076431199], [12.741693467212999, 9.570415458404], [12.967835032238, 10.524448125117]]"
991,632,534,568,"[[16.28722225439, 11.435345593088], [15.843138767867998, 12.233975760598], [15.383111554609, 11.494726654851], [16.28722225439, 11.435345593088]]"
992,656,660,629,"[[13.248854380221, 11.140015205944], [13.917517166019001, 10.178794377322001], [14.095439945727, 11.055104221973], [13.248854380221, 11.140015205944]]"
993,648,629,660,"[[14.863495331131, 10.609104591332], [14.095439945727, 11.055104221973], [13.917517166019001, 10.178794377322001], [14.863495331131, 10.609104591332]]"
994,659,661,660,"[[12.741693467212999, 9.570415458404], [13.961278243399, 8.866257341282001], [13.917517166019001, 10.178794377322001], [12.741693467212999, 9.570415458404]]"
995,662,663,632,"[[15.911216244398, 10.438757193006001], [17.167509976746, 10.489722184612], [16.28722225439, 11.435345593088], [15.911216244398, 10.438757193006001]]"
996,416,412,413,"[[18.129788005273, 12.299228815355999], [18.631454603633, 12.635145440566001], [18.027325411124, 12.949917834714], [18.129788005273, 12.299228815355999]]"
997,416,651,650,"[[18.129788005273, 12.299228815355999], [17.857356134123002, 11.495375375539], [18.623670102252, 11.721864424081], [18.129788005273, 12.299228815355999]]"
998,416,415,651,"[[18.129788005273, 12.299228815355999], [17.489001352515, 12.454013691414001], [17.857356134123002, 11.495375375539], [18.129788005273, 12.299228815355999]]"
999,412,416,650,"[[18.631454603633, 12.635145440566001], [18.129788005273, 12.299228815355999], [18.623670102252, 11.721864424081], [18.631454603633, 12.635145440566001]]"
1000,456,246,664,"[[-0.516024590977, -0.562859609528], [0.0, 0.0], [-0.9868130522040001, 0.0], [-0.516024590977, -0.562859609528]]"
1001,665,421,457,"[[-1.389405043356, -1.438281358283], [-0.871069019703, -2.169319253091], [-0.675882929127, -1.331220519031], [-1.389405043356, -1.438281358283]]"
1002,530,654,529,"[[6.811499213957, 6.5637210182659995], [7.632873629132, 6.310111740672999], [7.470107036967, 7.026457242216001], [6.811499213957, 6.5637210182659995]]"
1003,666,480,479,"[[6.759357993021999, 4.493072877598], [7.078363703532999, 5.115875631654], [6.446404404778, 5.18659388703], [6.759357993021999, 4.493072877598]]"
1004,341,571,526,"[[21.867410594882998, 12.910224076537002], [21.695911636885, 12.014048376705], [22.356956275117003, 12.647261118552999], [21.867410594882998, 12.910224076537002]]"
1005,365,476,607,"[[24.196015133200998, 13.238996060065], [23.690021619545004, 12.787731861700001], [24.235390487384, 12.709129869286], [24.196015133200998, 13.238996060065]]"
1006,667,642,650,"[[18.440662608745, 10.420600311397001], [19.346190542962, 11.437765887464002], [18.623670102252, 11.721864424081], [18.440662608745, 10.420600311397001]]"
1007,668,476,669,"[[24.054466408026, 12.156852347527002], [23.690021619545004, 12.787731861700001], [23.288820195256, 12.184006088771], [24.054466408026, 12.156852347527002]]"
1008,531,559,481,"[[6.319354992817, 6.1432296523979995], [5.970853280611, 5.660366645816], [6.880376518766, 5.797451842796001], [6.319354992817, 6.1432296523979995]]"
1009,530,302,531,"[[6.811499213957, 6.5637210182659995], [6.110949305618, 6.5998777770679995], [6.319354992817, 6.1432296523979995], [6.811499213957, 6.5637210182659995]]"
1010,550,549,637,"[[5.417049644249, 5.356806056947], [5.047180221066, 4.92023901788], [5.565607131641, 4.781590130291], [5.417049644249, 5.356806056947]]"
1011,267,550,559,"[[5.2813614196800005, 5.903305874489], [5.417049644249, 5.356806056947], [5.970853280611, 5.660366645816], [5.2813614196800005, 5.903305874489]]"
1012,612,418,539,"[[40.434315052712, 11.409946849453002], [39.765583942948, 11.810883661852], [39.798355647494, 11.197171632211], [40.434315052712, 11.409946849453002]]"
1013,611,561,296,"[[39.384860420026, 9.748672302411], [40.197479334346, 10.583109738848], [39.360997573917, 10.697704922999], [39.384860420026, 9.748672302411]]"
1014,670,671,672,"[[41.468415620936, 12.228004177616999], [42.103626104408, 12.89], [41.116813052204, 12.89], [41.468415620936, 12.228004177616999]]"
1015,539,296,561,"[[39.798355647494, 11.197171632211], [39.360997573917, 10.697704922999], [40.197479334346, 10.583109738848], [39.798355647494, 11.197171632211]]"
1016,563,562,673,"[[41.194934511627004, 10.690436423889], [40.729121553832, 9.874857456386], [42.103626104408, 9.89], [41.194934511627004, 10.690436423889]]"
1017,212,287,672,"[[40.13, 12.89], [40.696690047697004, 12.258109316615], [41.116813052204, 12.89], [40.13, 12.89]]"
1018,476,527,669,"[[23.690021619545004, 12.787731861700001], [22.990859258015, 12.661180079119001], [23.288820195256, 12.184006088771], [23.690021619545004, 12.787731861700001]]"
1019,444,504,441,"[[33.50451752357, 12.306770512239002], [33.470093806687004, 12.712030488978], [33.114916026304996, 12.373537155963], [33.50451752357, 12.306770512239002]]"
1020,674,625,546,"[[2.6172125946500002, -0.8186556233319999], [2.011066519183, -0.044322228694], [1.614884606926, -0.7426773791529999], [2.6172125946500002, -0.8186556233319999]]"
1021,592,625,649,"[[1.949679975045, 0.683253056842], [2.011066519183, -0.044322228694], [2.6991718479110003, 0.215332540654], [1.949679975045, 0.683253056842]]"
1022,675,641,649,"[[3.390628635063, 0.766157305731], [2.609202980952, 1.065682896232], [2.6991718479110003, 0.215332540654], [3.390628635063, 0.766157305731]]"
1023,483,630,623,"[[3.3423031613810004, 2.181572491445], [3.027888277712, 1.5821187106760002], [3.7573704230229996, 1.6381287352720002], [3.3423031613810004, 2.181572491445]]"
1024,612,286,418,"[[40.434315052712, 11.409946849453002], [40.066151507409, 12.240135531731], [39.765583942948, 11.810883661852], [40.434315052712, 11.409946849453002]]"
1025,671,670,676,"[[42.103626104408, 12.89], [41.468415620936, 12.228004177616999], [42.103626104408, 11.89], [42.103626104408, 12.89]]"
1026,255,503,505,"[[32.912923488853004, 13.145038167037999], [32.9757062608, 12.748463587136], [33.321048667055, 13.063889265543], [32.912923488853004, 13.145038167037999]]"
1027,580,499,677,"[[37.594680688419, 10.624724363608001], [36.499384350591, 10.210966196918], [37.792460164161, 9.42032397535], [37.594680688419, 10.624724363608001]]"
1028,307,428,305,"[[31.788895140435, 12.960495166331999], [31.451238890423003, 12.513080607767], [32.079748421962, 12.43050135444], [31.788895140435, 12.960495166331999]]"
1029,513,514,575,"[[36.527292602332004, 11.5282337612], [36.178524097943004, 12.063854895197], [35.934335471313, 11.416273386368001], [36.527292602332004, 11.5282337612]]"
1030,513,575,499,"[[36.527292602332004, 11.5282337612], [35.934335471313, 11.416273386368001], [36.499384350591, 10.210966196918], [36.527292602332004, 11.5282337612]]"
1031,394,523,392,"[[29.602234674903002, 12.005867236865999], [30.127386488277, 11.4836185606], [30.052490105352, 12.210572097077], [29.602234674903002, 12.005867236865999]]"
1032,574,535,678,"[[11.760987843771, 9.878971298518], [10.912322303835001, 9.619093177843], [11.649089405007999, 8.897627762925], [11.760987843771, 9.878971298518]]"
1033,662,679,663,"[[15.911216244398, 10.438757193006001], [16.601758225775, 9.040259043773], [17.167509976746, 10.489722184612], [15.911216244398, 10.438757193006001]]"
1034,568,648,662,"[[15.383111554609, 11.494726654851], [14.863495331131, 10.609104591332], [15.911216244398, 10.438757193006001], [15.383111554609, 11.494726654851]]"
1035,533,568,534,"[[15.329677443325, 12.439862603458], [15.383111554609, 11.494726654851], [15.843138767867998, 12.233975760598], [15.329677443325, 12.439862603458]]"
1036,338,527,476,"[[23.307315289656, 13.218513808907002], [22.990859258015, 12.661180079119001], [23.690021619545004, 12.787731861700001], [23.307315289656, 13.218513808907002]]"
1037,680,668,669,"[[23.573804512189003, 11.767899889415], [24.054466408026, 12.156852347527002], [23.288820195256, 12.184006088771], [23.573804512189003, 11.767899889415]]"
1038,681,491,475,"[[20.284635966624, 11.28456690181], [20.818341251057998, 12.147574682504999], [19.988746376119, 12.208752905229002], [20.284635966624, 11.28456690181]]"
1039,607,668,627,"[[24.235390487384, 12.709129869286], [24.054466408026, 12.156852347527002], [24.624835531987, 12.448580371649001], [24.235390487384, 12.709129869286]]"
1040,666,479,682,"[[6.759357993021999, 4.493072877598], [6.446404404778, 5.18659388703], [6.138695677624001, 4.595754496705], [6.759357993021999, 4.493072877598]]"
1041,659,574,678,"[[12.741693467212999, 9.570415458404], [11.760987843771, 9.878971298518], [11.649089405007999, 8.897627762925], [12.741693467212999, 9.570415458404]]"
1042,423,683,421,"[[0.004129693606, -2.756444039345], [0.14075910596799998, -1.879963181196], [-0.871069019703, -2.169319253091], [0.004129693606, -2.756444039345]]"
1043,624,644,622,"[[4.63420647144, 1.820073683601], [5.00189312374, 2.511947310364], [4.025968127582, 2.3635960284169997], [4.63420647144, 1.820073683601]]"
1044,625,674,649,"[[2.011066519183, -0.044322228694], [2.6172125946500002, -0.8186556233319999], [2.6991718479110003, 0.215332540654], [2.011066519183, -0.044322228694]]"
1045,675,623,630,"[[3.390628635063, 0.766157305731], [3.7573704230229996, 1.6381287352720002], [3.027888277712, 1.5821187106760002], [3.390628635063, 0.766157305731]]"
1046,557,602,633,"[[27.784185733718, 11.404431914615], [27.370790966511997, 11.262231989166999], [27.757686064217, 10.628041922153999], [27.784185733718, 11.404431914615]]"
1047,653,684,601,"[[26.377240951381, 11.207184624136], [26.162637555668002, 10.314149565876], [26.908699033507, 10.802690138712], [26.377240951381, 11.207184624136]]"
1048,549,609,637,"[[5.047180221066, 4.92023901788], [5.247666315330001, 4.335889991613], [5.565607131641, 4.781590130291], [5.047180221066, 4.92023901788]]"
1049,636,647,646,"[[5.793176410447, 4.223863761625], [5.620161028688001, 3.640171770741], [6.357431008056, 3.6947009206129997], [5.793176410447, 4.223863761625]]"
1050,549,494,609,"[[5.047180221066, 4.92023901788], [4.616379067138, 4.526478849208], [5.247666315330001, 4.335889991613], [5.047180221066, 4.92023901788]]"
1051,643,637,682,"[[5.898902130428, 5.122122372641], [5.565607131641, 4.781590130291], [6.138695677624001, 4.595754496705], [5.898902130428, 5.122122372641]]"
1052,640,647,496,"[[5.183906977494, 3.23030603018], [5.620161028688001, 3.640171770741], [4.961000296591, 3.912601670365], [5.183906977494, 3.23030603018]]"
1053,637,636,682,"[[5.565607131641, 4.781590130291], [5.793176410447, 4.223863761625], [6.138695677624001, 4.595754496705], [5.565607131641, 4.781590130291]]"
1054,479,643,682,"[[6.446404404778, 5.18659388703], [5.898902130428, 5.122122372641], [6.138695677624001, 4.595754496705], [6.446404404778, 5.18659388703]]"
1055,550,643,559,"[[5.417049644249, 5.356806056947], [5.898902130428, 5.122122372641], [5.970853280611, 5.660366645816], [5.417049644249, 5.356806056947]]"
1056,636,646,682,"[[5.793176410447, 4.223863761625], [6.357431008056, 3.6947009206129997], [6.138695677624001, 4.595754496705], [5.793176410447, 4.223863761625]]"
1057,559,479,481,"[[5.970853280611, 5.660366645816], [6.446404404778, 5.18659388703], [6.880376518766, 5.797451842796001], [5.970853280611, 5.660366645816]]"
1058,647,609,496,"[[5.620161028688001, 3.640171770741], [5.247666315330001, 4.335889991613], [4.961000296591, 3.912601670365], [5.620161028688001, 3.640171770741]]"
1059,636,609,647,"[[5.793176410447, 4.223863761625], [5.247666315330001, 4.335889991613], [5.620161028688001, 3.640171770741], [5.793176410447, 4.223863761625]]"
1060,645,640,644,"[[6.044936800172, 2.733049142869], [5.183906977494, 3.23030603018], [5.00189312374, 2.511947310364], [6.044936800172, 2.733049142869]]"
1061,646,666,682,"[[6.357431008056, 3.6947009206129997], [6.759357993021999, 4.493072877598], [6.138695677624001, 4.595754496705], [6.357431008056, 3.6947009206129997]]"
1062,647,640,645,"[[5.620161028688001, 3.640171770741], [5.183906977494, 3.23030603018], [6.044936800172, 2.733049142869], [5.620161028688001, 3.640171770741]]"
1063,603,685,678,"[[10.552268563641, 8.141667735307], [11.806677788819, 7.918857861827], [11.649089405007999, 8.897627762925], [10.552268563641, 8.141667735307]]"
1064,686,655,480,"[[7.7279614573329996, 4.552648846617], [7.811304597247, 5.451250865945999], [7.078363703532999, 5.115875631654], [7.7279614573329996, 4.552648846617]]"
1065,480,655,481,"[[7.078363703532999, 5.115875631654], [7.811304597247, 5.451250865945999], [6.880376518766, 5.797451842796001], [7.078363703532999, 5.115875631654]]"
1066,666,646,687,"[[6.759357993021999, 4.493072877598], [6.357431008056, 3.6947009206129997], [7.2090683800590005, 3.853922718686], [6.759357993021999, 4.493072877598]]"
1067,529,654,610,"[[7.470107036967, 7.026457242216001], [7.632873629132, 6.310111740672999], [8.346200485161999, 7.046035594073], [7.470107036967, 7.026457242216001]]"
1068,480,666,686,"[[7.078363703532999, 5.115875631654], [6.759357993021999, 4.493072877598], [7.7279614573329996, 4.552648846617], [7.078363703532999, 5.115875631654]]"
1069,466,404,596,"[[9.704100055172, 8.670366963009], [8.887227282086, 8.507956180761], [9.310525756565, 7.757673225204001], [9.704100055172, 8.670366963009]]"
1070,686,666,687,"[[7.7279614573329996, 4.552648846617], [6.759357993021999, 4.493072877598], [7.2090683800590005, 3.853922718686], [7.7279614573329996, 4.552648846617]]"
1071,687,688,686,"[[7.2090683800590005, 3.853922718686], [8.332029793512, 3.49112472364], [7.7279614573329996, 4.552648846617], [7.2090683800590005, 3.853922718686]]"
1072,352,474,475,"[[19.665747850372, 12.983121622706001], [19.25693442582, 12.38267652225], [19.988746376119, 12.208752905229002], [19.665747850372, 12.983121622706001]]"
1073,412,650,474,"[[18.631454603633, 12.635145440566001], [18.623670102252, 11.721864424081], [19.25693442582, 12.38267652225], [18.631454603633, 12.635145440566001]]"
1074,689,690,595,"[[25.868192328670997, 11.658909731321002], [25.895575498419, 12.221748059178], [25.438897646742, 12.045394415074], [25.868192328670997, 11.658909731321002]]"
1075,690,689,691,"[[25.895575498419, 12.221748059178], [25.868192328670997, 11.658909731321002], [26.240249678708, 11.82906608345], [25.895575498419, 12.221748059178]]"
1076,692,693,694,"[[24.450819203091, 11.654671715857], [23.984888722126, 11.500247036947], [24.420698593753, 11.155427476226], [24.450819203091, 11.654671715857]]"
1077,507,621,508,"[[27.09289540605, 12.086711692332], [27.156656088702, 12.671165040813], [26.779905944710997, 12.362575928308999], [27.09289540605, 12.086711692332]]"
1078,414,511,52,"[[11.691937554169, 11.18488563234], [11.770684284965, 11.703966348487999], [11.240353104952, 11.787678712634001], [11.691937554169, 11.18488563234]]"
1079,599,414,547,"[[12.22132157375, 10.570076431199], [11.691937554169, 11.18488563234], [11.491777753108, 10.686841124213], [12.22132157375, 10.570076431199]]"
1080,566,565,634,"[[28.685178188765, 11.158039810127999], [28.537324356819, 11.665840879146], [28.191286782916002, 11.169127237232999], [28.685178188765, 11.158039810127999]]"
1081,507,556,618,"[[27.09289540605, 12.086711692332], [27.432873406838002, 11.773957180748], [27.505263205654, 12.301168492633], [27.09289540605, 12.086711692332]]"
